Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name,LSOA Code 2021,LSOA Name 2021
KW15 1QB,Yes,58.975295,-2.955331,345174,1010185,HY451101,Kirkwall West and Orphir,,1980-01-01,,39,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011819,West Kirkwall - 02,,West Kirkwall - 02
KW15 1QD,Yes,58.976318,-2.956647,345100,1010300,HY450103,Kirkwall West and Orphir,,1980-01-01,,33,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011819,West Kirkwall - 02,,West Kirkwall - 02
KW15 1QE,Yes,58.976745,-2.957181,345070,1010348,HY450103,Kirkwall West and Orphir,,1980-01-01,,30,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011819,West Kirkwall - 02,,West Kirkwall - 02
KW15 1QF,Yes,58.977241,-2.958116,345017,1010404,HY450104,Kirkwall West and Orphir,,1980-01-01,,24,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011819,West Kirkwall - 02,,West Kirkwall - 02
KW15 1QG,Yes,58.977676,-2.956337,345120,1010451,HY451104,Kirkwall West and Orphir,,1980-01-01,,32,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011823,East Kirkwall - 01,,East Kirkwall - 01
KW15 1QH,Yes,58.978571,-2.959394,344946,1010553,HY449105,Kirkwall East,,1980-01-01,,14,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011822,West Kirkwall - 05,,West Kirkwall - 05
KW15 1QJ,Yes,58.978466,-2.950322,345467,1010534,HY454105,Kirkwall East,,1980-01-01,,34,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011823,East Kirkwall - 01,,East Kirkwall - 01
KW15 1QL,Yes,58.978326,-2.950979,345429,1010519,HY454105,Kirkwall East,,1980-01-01,,35,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011823,East Kirkwall - 01,,East Kirkwall - 01
KW15 1QN,Yes,58.978796,-2.947171,345649,1010568,HY456105,Kirkwall East,,1980-01-01,,27,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011823,East Kirkwall - 01,,East Kirkwall - 01
KW15 1QP,Yes,58.981771,-2.945473,345751,1010898,HY457108,Kirkwall East,,1980-01-01,,38,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011825,East Kirkwall - 03,,East Kirkwall - 03
KW15 1QQ,Yes,58.978316,-2.958477,344998,1010524,HY449105,Kirkwall East,,1980-01-01,,20,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011819,West Kirkwall - 02,,West Kirkwall - 02
KW15 1QR,Yes,58.985319,-2.948963,345556,1011296,HY455112,Kirkwall East,,1980-06-01,,30,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011816,East Mainland - 04,,East Mainland - 04
KW15 1QS,Yes,58.983123,-2.963244,344732,1011063,HY447110,Kirkwall West and Orphir,,1980-01-01,,4,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011822,West Kirkwall - 05,,West Kirkwall - 05
KW15 1QT,No,58.983196,-2.960509,344889,1011069,HY448110,Kirkwall West and Orphir,,1996-12-01,2012-03-01,5,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011821,West Kirkwall - 04,,West Kirkwall - 04
KW15 1QU,Yes,58.970175,-2.934708,346352,1009598,HY463095,Kirkwall East,,2019-09-01,,4,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011815,East Mainland - 03,,East Mainland - 03
KW15 1QW,Yes,58.979764,-2.957183,345075,1010684,HY450106,Kirkwall East,,1980-01-01,,21,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011822,West Kirkwall - 05,,West Kirkwall - 05
KW15 1QX,Yes,58.984499,-2.962737,344763,1011216,HY447112,Kirkwall West and Orphir,,1980-01-01,,2,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011821,West Kirkwall - 04,,West Kirkwall - 04
KW15 1QY,Yes,58.984085,-2.963062,344744,1011170,HY447111,Kirkwall West and Orphir,,1980-01-01,,3,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011821,West Kirkwall - 04,,West Kirkwall - 04
KW15 1QZ,Yes,58.985631,-2.969885,344354,1011348,HY443113,Kirkwall West and Orphir,,1980-01-01,,0,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011821,West Kirkwall - 04,,West Kirkwall - 04
KW15 1RA,Yes,58.993316,-2.971725,344261,1012205,HY442122,Kirkwall West and Orphir,,1998-12-01,,5,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011817,East Mainland - 05,,East Mainland - 05
KW15 1RB,Yes,58.979529,-2.936475,346265,1010641,HY462106,Kirkwall East,,1987-04-01,,53,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011816,East Mainland - 04,,East Mainland - 04
KW15 1RD,Yes,58.986471,-2.975320,344043,1011446,HY440114,Kirkwall West and Orphir,,1980-01-01,,15,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011817,East Mainland - 05,,East Mainland - 05
KW15 1RE,Yes,58.987549,-2.974312,344103,1011565,HY441115,Kirkwall West and Orphir,,1980-01-01,,16,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011817,East Mainland - 05,,East Mainland - 05
KW15 1RF,Yes,58.972650,-2.954754,345203,1009890,HY452098,Kirkwall West and Orphir,,1990-08-01,,34,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011818,West Kirkwall - 01,,West Kirkwall - 01
KW15 1RG,Yes,58.993091,-2.973024,344186,1012181,HY441121,Kirkwall West and Orphir,,1993-02-01,,5,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011817,East Mainland - 05,,East Mainland - 05
KW15 1RH,Yes,58.986753,-2.970253,344335,1011473,HY443114,Kirkwall West and Orphir,,2017-06-01,,5,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011821,West Kirkwall - 04,,West Kirkwall - 04
KW15 1RJ,Yes,58.979470,-2.965334,344606,1010658,HY446106,Kirkwall West and Orphir,,2021-02-01,,5,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011822,West Kirkwall - 05,,West Kirkwall - 05
KW15 1RL,Yes,58.973886,-2.959055,344958,1010031,HY449100,Kirkwall West and Orphir,,1980-11-01,,16,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011818,West Kirkwall - 01,,West Kirkwall - 01
KW15 1RN,Yes,58.986145,-2.972271,344218,1011407,HY442114,Kirkwall West and Orphir,,2017-03-01,,33,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011817,East Mainland - 05,,East Mainland - 05
KW15 1RP,Yes,58.981750,-2.970159,344332,1010916,HY443109,Kirkwall West and Orphir,,1980-01-01,,3,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011821,West Kirkwall - 04,,West Kirkwall - 04
KW15 1RQ,No,58.990547,-2.971850,344249,1011897,HY442118,Kirkwall West and Orphir,,1980-01-01,2014-06-01,10,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011817,East Mainland - 05,,East Mainland - 05
KW15 1RR,Yes,58.981664,-2.971965,344228,1010908,HY442109,Kirkwall West and Orphir,,1980-01-01,,5,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011821,West Kirkwall - 04,,West Kirkwall - 04
KW15 1RS,Yes,58.980817,-2.978471,343853,1010819,HY438108,Kirkwall West and Orphir,,1980-01-01,,11,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011817,East Mainland - 05,,East Mainland - 05
KW15 1RT,Yes,58.971818,-2.953079,345298,1009796,HY452097,Kirkwall West and Orphir,,1980-01-01,,41,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011818,West Kirkwall - 01,,West Kirkwall - 01
KW15 1RU,Yes,58.972029,-2.951368,345397,1009818,HY453098,Kirkwall East,,1980-01-01,,48,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011818,West Kirkwall - 01,,West Kirkwall - 01
KW15 1RW,Yes,58.971194,-2.958453,344988,1009731,HY449097,Kirkwall West and Orphir,,1994-02-01,,21,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011818,West Kirkwall - 01,,West Kirkwall - 01
KW15 1RX,Yes,58.970388,-2.954500,345214,1009638,HY452096,Kirkwall West and Orphir,,1980-01-01,,41,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011818,West Kirkwall - 01,,West Kirkwall - 01
KW15 1RY,Yes,58.971737,-2.955708,345147,1009789,HY451097,Kirkwall West and Orphir,,1980-01-01,,30,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011818,West Kirkwall - 01,,West Kirkwall - 01
KW15 1RZ,Yes,58.972713,-2.972954,344157,1009912,HY441099,Kirkwall West and Orphir,,1980-01-01,,12,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011817,East Mainland - 05,,East Mainland - 05
KW15 1SA,Yes,58.969655,-2.991140,343106,1009587,HY431095,Kirkwall West and Orphir,,1980-01-01,,24,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011817,East Mainland - 05,,East Mainland - 05
KW15 1SB,Yes,58.968828,-2.977065,343914,1009483,HY439094,Kirkwall West and Orphir,,1980-01-01,,12,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011817,East Mainland - 05,,East Mainland - 05
KW15 1SD,Yes,58.962302,-2.971855,344203,1008752,HY442087,Kirkwall West and Orphir,,1980-01-01,,3,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011817,East Mainland - 05,,East Mainland - 05
KW15 1SE,Yes,58.963674,-2.995785,342829,1008925,HY428089,Kirkwall West and Orphir,,1980-01-01,,34,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011817,East Mainland - 05,,East Mainland - 05
KW15 1SF,Yes,58.956364,-3.013080,341822,1008126,HY418081,Kirkwall West and Orphir,,1980-01-01,,59,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011817,East Mainland - 05,,East Mainland - 05
KW15 1SG,Yes,58.950481,-3.031409,340758,1007487,HY407074,Kirkwall West and Orphir,,1980-01-01,,79,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011817,East Mainland - 05,,East Mainland - 05
KW15 1SH,Yes,58.977286,-2.971569,344244,1010420,HY442104,Kirkwall West and Orphir,,1980-01-01,,16,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011820,West Kirkwall - 03,,West Kirkwall - 03
KW15 1SJ,Yes,58.971939,-2.972961,344155,1009826,HY441098,Kirkwall West and Orphir,,1980-01-01,,10,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011817,East Mainland - 05,,East Mainland - 05
KW15 1SL,Yes,58.969344,-2.952367,345335,1009520,HY453095,Kirkwall East,,1980-03-01,,52,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011818,West Kirkwall - 01,,West Kirkwall - 01
KW15 1SN,Yes,58.974202,-2.951318,345403,1010060,HY454100,Kirkwall East,,1980-01-01,,50,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011818,West Kirkwall - 01,,West Kirkwall - 01
KW15 1SP,Yes,58.971359,-2.944631,345783,1009738,HY457097,Kirkwall East,,1980-01-01,,58,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011815,East Mainland - 03,,East Mainland - 03
KW15 1SQ,Yes,58.976767,-2.969879,344340,1010361,HY443103,Kirkwall West and Orphir,,1980-01-01,,15,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011820,West Kirkwall - 03,,West Kirkwall - 03
KW15 1SR,Yes,58.968371,-2.935610,346297,1009398,HY462093,Kirkwall East,,1980-01-01,,78,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011815,East Mainland - 03,,East Mainland - 03
KW15 1SS,Yes,58.959216,-2.935020,346317,1008378,HY463083,Kirkwall East,,1980-01-01,,46,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011815,East Mainland - 03,,East Mainland - 03
KW15 1ST,Yes,58.949149,-2.953310,345249,1007272,HY452072,Kirkwall East,,1994-02-01,,66,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011813,East Mainland - 01,,East Mainland - 01
KW15 1SU,Yes,58.966840,-2.952390,345330,1009241,HY453092,Kirkwall East,,1980-01-01,,64,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011813,East Mainland - 01,,East Mainland - 01
KW15 1SW,Yes,58.972764,-2.950131,345469,1009899,HY454098,Kirkwall East,,1980-01-01,,50,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011818,West Kirkwall - 01,,West Kirkwall - 01
KW15 1SX,Yes,58.952617,-2.960319,344851,1007664,HY448076,Kirkwall East,,1980-01-01,,57,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011813,East Mainland - 01,,East Mainland - 01
KW15 1SY,Yes,58.963083,-2.952738,345304,1008823,HY453088,Kirkwall East,,1980-01-01,,79,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011813,East Mainland - 01,,East Mainland - 01
KW15 1SZ,Yes,58.978627,-2.936863,346241,1010541,HY462105,Kirkwall East,,1980-01-01,,51,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011816,East Mainland - 04,,East Mainland - 04
KW15 1TA,Yes,58.974148,-2.935511,346312,1010041,HY463100,Kirkwall East,,1980-01-01,,66,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011815,East Mainland - 03,,East Mainland - 03
KW15 1TB,Yes,58.986584,-2.930606,346613,1011422,HY466114,Kirkwall East,,1980-01-01,,48,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011816,East Mainland - 04,,East Mainland - 04
KW15 1TD,Yes,58.989713,-2.946212,345721,1011783,HY457117,Kirkwall East,,1980-01-01,,7,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011826,East Kirkwall - 04,,East Kirkwall - 04
KW15 1TE,Yes,58.995834,-2.945632,345764,1012464,HY457124,Kirkwall East,,1980-01-01,,4,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011816,East Mainland - 04,,East Mainland - 04
KW15 1TF,Yes,58.969809,-2.951440,345389,1009571,HY453095,Kirkwall East,,1980-03-01,,53,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011818,West Kirkwall - 01,,West Kirkwall - 01
KW15 1TG,Yes,58.982440,-2.961810,344813,1010986,HY448109,Kirkwall West and Orphir,,1982-04-01,,4,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011822,West Kirkwall - 05,,West Kirkwall - 05
KW15 1TH,Yes,58.953743,-2.902465,348181,1007743,HY481077,Kirkwall East,,1980-01-01,,25,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011815,East Mainland - 03,,East Mainland - 03
KW15 1TJ,Yes,58.977020,-2.974479,344076,1010393,HY440103,Kirkwall West and Orphir,,2004-03-01,,21,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011820,West Kirkwall - 03,,West Kirkwall - 03
KW15 1TL,Yes,58.978071,-2.940483,346032,1010482,HY460104,Kirkwall East,,1992-10-01,,36,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011824,East Kirkwall - 02,,East Kirkwall - 02
KW15 1TN,Yes,58.978222,-2.973521,344133,1010526,HY441105,Kirkwall West and Orphir,,1980-01-01,,16,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011820,West Kirkwall - 03,,West Kirkwall - 03
KW15 1TP,Yes,58.984570,-2.995014,342908,1011251,HY429112,Kirkwall West and Orphir,,1980-01-01,,63,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011817,East Mainland - 05,,East Mainland - 05
KW15 1TQ,Yes,58.980550,-2.962349,344779,1010776,HY447107,Kirkwall West and Orphir,,1982-04-01,,5,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011822,West Kirkwall - 05,,West Kirkwall - 05
KW15 1TR,Yes,58.978150,-3.014648,341769,1010553,HY417105,Kirkwall West and Orphir,,1980-01-01,,62,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011817,East Mainland - 05,,East Mainland - 05
KW15 1TS,Yes,58.988479,-3.062614,339030,1011746,HY390117,West Mainland,,1980-01-01,,49,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011808,West Mainland - 01,,West Mainland - 01
KW15 1TT,Yes,58.995521,-3.093681,337257,1012559,HY372125,West Mainland,,1980-01-01,,40,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011808,West Mainland - 01,,West Mainland - 01
KW15 1TU,Yes,59.001447,-3.094052,337247,1013219,HY372132,West Mainland,,1980-01-01,,2,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011808,West Mainland - 01,,West Mainland - 01
KW15 1TW,Yes,58.977325,-2.983034,343585,1010434,HY435104,Kirkwall West and Orphir,,1980-01-01,,39,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011817,East Mainland - 05,,East Mainland - 05
KW15 1TX,Yes,58.993600,-3.052374,339627,1012307,HY396123,West Mainland,,1980-01-01,,2,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011817,East Mainland - 05,,East Mainland - 05
KW15 1TY,Yes,58.998700,-3.011992,341956,1012839,HY419128,Kirkwall West and Orphir,,1980-01-01,,45,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011817,East Mainland - 05,,East Mainland - 05
KW15 1TZ,Yes,58.991516,-2.989802,343219,1012020,HY432120,Kirkwall West and Orphir,,1980-01-01,,40,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011817,East Mainland - 05,,East Mainland - 05
KW15 1UA,Yes,58.987254,-2.980945,343721,1011538,HY437115,Kirkwall West and Orphir,,1980-01-01,,31,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011817,East Mainland - 05,,East Mainland - 05
KW15 1UB,Yes,58.991894,-2.989656,343228,1012062,HY432120,Kirkwall West and Orphir,,1980-01-01,,38,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011817,East Mainland - 05,,East Mainland - 05
KW15 1UD,Yes,58.979480,-2.941844,345956,1010640,HY459106,Kirkwall East,,1980-06-01,,38,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011824,East Kirkwall - 02,,East Kirkwall - 02
KW15 1UE,Yes,58.998191,-2.942546,345945,1012724,HY459127,Kirkwall East,,2002-11-01,,4,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011816,East Mainland - 04,,East Mainland - 04
KW15 1UF,Yes,58.995681,-2.928507,346748,1012433,HY467124,Kirkwall East,,2002-11-01,,35,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011816,East Mainland - 04,,East Mainland - 04
KW15 1UG,Yes,58.984672,-2.978285,343870,1011248,HY438112,Kirkwall West and Orphir,,2020-09-01,,14,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011817,East Mainland - 05,,East Mainland - 05
KW15 1UH,Yes,58.985202,-2.975812,344013,1011305,HY440113,Kirkwall West and Orphir,,1995-12-01,,6,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011817,East Mainland - 05,,East Mainland - 05
KW15 1UJ,Yes,58.993527,-2.940435,346059,1012203,HY460122,Kirkwall East,,2002-11-01,,7,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011816,East Mainland - 04,,East Mainland - 04
KW15 1UL,Yes,58.986595,-2.981500,343688,1011465,HY436114,Kirkwall West and Orphir,,1983-12-01,,31,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011817,East Mainland - 05,,East Mainland - 05
KW15 1UN,Yes,58.977072,-2.949310,345523,1010378,HY455103,Kirkwall East,,1984-05-01,,38,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011823,East Kirkwall - 01,,East Kirkwall - 01
KW15 1UP,Yes,58.973076,-2.951739,345377,1009935,HY453099,Kirkwall East,,2004-04-01,,44,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011818,West Kirkwall - 01,,West Kirkwall - 01
KW15 1UQ,Yes,58.973680,-2.951425,345396,1010002,HY453100,Kirkwall East,,2003-11-01,,50,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011818,West Kirkwall - 01,,West Kirkwall - 01
KW15 1UR,Yes,58.974059,-2.952410,345340,1010045,HY453100,Kirkwall East,,1992-10-01,,48,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011818,West Kirkwall - 01,,West Kirkwall - 01
KW15 1US,Yes,58.972391,-2.952103,345355,1009859,HY453098,Kirkwall East,,2003-11-01,,44,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011818,West Kirkwall - 01,,West Kirkwall - 01
KW15 1UT,Yes,58.977539,-2.945739,345729,1010427,HY457104,Kirkwall East,,1980-01-01,,30,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011824,East Kirkwall - 02,,East Kirkwall - 02
KW15 1UU,Yes,58.977334,-2.946725,345672,1010405,HY456104,Kirkwall East,,1980-01-01,,32,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011824,East Kirkwall - 02,,East Kirkwall - 02
KW15 1UW,Yes,58.978218,-2.976588,343957,1010528,HY439105,Kirkwall West and Orphir,,2001-12-01,,20,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011820,West Kirkwall - 03,,West Kirkwall - 03
KW15 1UX,Yes,58.976368,-2.947412,345631,1010298,HY456102,Kirkwall East,,1980-01-01,,37,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011824,East Kirkwall - 02,,East Kirkwall - 02
KW15 1UY,Yes,58.976167,-2.946658,345674,1010275,HY456102,Kirkwall East,,1980-01-01,,37,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011824,East Kirkwall - 02,,East Kirkwall - 02
KW15 1UZ,Yes,58.975655,-2.945340,345749,1010217,HY457102,Kirkwall East,,1980-01-01,,36,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011824,East Kirkwall - 02,,East Kirkwall - 02
KW15 1WA,Yes,58.970343,-2.941090,345985,1009622,HY459096,Kirkwall East,,1993-02-01,,67,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011815,East Mainland - 03,,East Mainland - 03
KW15 1WB,Yes,58.970834,-2.950043,345471,1009684,HY454096,Kirkwall East,,1995-12-01,,51,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011818,West Kirkwall - 01,,West Kirkwall - 01
KW15 1WD,Yes,58.970565,-2.948731,345546,1009653,HY455096,Kirkwall East,,1995-12-01,,53,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011818,West Kirkwall - 01,,West Kirkwall - 01
KW15 1WE,No,58.983196,-2.960509,344889,1011069,HY448110,Kirkwall West and Orphir,,1996-06-01,2005-10-01,5,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011821,West Kirkwall - 04,,West Kirkwall - 04
KW15 1WF,No,58.983196,-2.960509,344889,1011069,HY448110,Kirkwall West and Orphir,,2002-01-01,2002-03-01,5,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011821,West Kirkwall - 04,,West Kirkwall - 04
KW15 1WG,Yes,58.954247,-3.017371,341572,1007894,HY415078,Kirkwall West and Orphir,,2023-05-01,,15,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011817,East Mainland - 05,,East Mainland - 05
KW15 1WJ,No,58.983196,-2.960509,344889,1011069,HY448110,Kirkwall West and Orphir,,2002-01-01,2002-03-01,5,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011821,West Kirkwall - 04,,West Kirkwall - 04
KW15 1WN,No,58.983196,-2.960509,344889,1011069,HY448110,Kirkwall West and Orphir,,2002-01-01,2002-03-01,5,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011821,West Kirkwall - 04,,West Kirkwall - 04
KW15 1WP,No,58.983311,-2.960721,344877,1011082,HY448110,Kirkwall West and Orphir,,2000-12-01,2018-11-01,5,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011821,West Kirkwall - 04,,West Kirkwall - 04
KW15 1WQ,Yes,58.983311,-2.960721,344877,1011082,HY448110,Kirkwall West and Orphir,,2002-06-01,,5,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011821,West Kirkwall - 04,,West Kirkwall - 04
KW15 1WR,No,58.983196,-2.960509,344889,1011069,HY448110,Kirkwall West and Orphir,,2001-12-01,2010-02-01,5,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011821,West Kirkwall - 04,,West Kirkwall - 04
KW15 1WS,No,58.983311,-2.960721,344877,1011082,HY448110,Kirkwall West and Orphir,,2002-06-01,2016-12-01,5,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011821,West Kirkwall - 04,,West Kirkwall - 04
KW15 1WT,Yes,58.977979,-2.934798,346359,1010467,HY463104,Kirkwall East,,2006-09-01,,53,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011816,East Mainland - 04,,East Mainland - 04
KW15 1WU,Yes,58.969138,-2.953793,345253,1009498,HY452094,Kirkwall East,,2007-07-01,,48,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011818,West Kirkwall - 01,,West Kirkwall - 01
KW15 1WW,Yes,58.985353,-2.950779,345452,1011301,HY454113,Kirkwall East,,2010-11-01,,26,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011816,East Mainland - 04,,East Mainland - 04
KW15 1WX,Yes,58.977659,-2.963648,344700,1010455,HY446104,Kirkwall West and Orphir,,2010-12-01,,6,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011820,West Kirkwall - 03,,West Kirkwall - 03
KW15 1WY,Yes,58.975163,-2.969596,344354,1010182,HY443101,Kirkwall West and Orphir,,2012-05-01,,13,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011820,West Kirkwall - 03,,West Kirkwall - 03
KW15 1WZ,Yes,58.983483,-2.959316,344958,1011100,HY449111,Kirkwall West and Orphir,,2013-09-01,,5,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011822,West Kirkwall - 05,,West Kirkwall - 05
KW15 1XA,Yes,58.976716,-2.945195,345759,1010335,HY457103,Kirkwall East,,1980-01-01,,32,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011824,East Kirkwall - 02,,East Kirkwall - 02
KW15 1XB,Yes,58.977085,-2.945066,345767,1010376,HY457103,Kirkwall East,,1980-01-01,,31,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011824,East Kirkwall - 02,,East Kirkwall - 02
KW15 1XD,Yes,58.977209,-2.944078,345824,1010389,HY458103,Kirkwall East,,1980-01-01,,31,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011824,East Kirkwall - 02,,East Kirkwall - 02
KW15 1XE,Yes,58.976345,-2.944437,345802,1010293,HY458102,Kirkwall East,,1980-01-01,,33,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011824,East Kirkwall - 02,,East Kirkwall - 02
